Blend,Head,Type,Brand,POS,sw1,sw1_POS,sw2,sw2_POS,sw3,sw3_POS,Source,sw source,Definition,LengthDiffSyll,LengthDiffSeg,sw1_stress,sw2_stress,StressReduction,StressHypothesis,SegReduction,sw1length,sw1percent,sw1deleted,sw2length,sw2percent,sw2deleted,SegHypothesis
infotainment,2,LR,no,n,information,n,entertainment,n,,,Thurner (DJ),,"television programming which is intended to be educational or informative in content, but also dramatic in the style of its presentation",0,,1,1,0,0,1,9,0.666666667,3,11,0.727272727,3,1
innoventure,2,LW,no,n,innovative,adj,venture,n,,,Thurner (NW),,"a venture, epecially one involving finance or investment, which is innovative or unconventional",2,,0.5,1,0.5,1,0.5,8,0.5,4,5,1,0,1
inscrewtable,matrix,orth,no,adj,inscrutable,adj,screw,v,,,Thurner (JA),,film industry jargon for a pornographic movie which features Oriental women,,,,,,,,,,,,,,
Insectape,2,WW,yes,n,insect,n,tape,n,,,Thurner (BTC),KS,insecticides (Hercon Laboratories Corp.),,,,,,,,,,,,,,
Insectocutor,2,WR,yes,n,insect,n,electrocutor,n,,,Thurner (TND),JM,insect electrocutor (Hercon Laboratories Corp.),,,,,,,,,,,,,,
insinuendo,both,LR,no,n,insinuation,n,innuendo,n,,,Thurner (WE),,a veiled allusion or rumor which subtly discredits a person's character or reputation,1,,1,1,0,1,0.5,11,0.727272727,3,8,1,0,1
Instalbum,2,LW,yes,n,instant,adj,album,n,,,Thurner (BTC),JM,"photo albums (Hudson Photographic Industries, Inc.)",,,,,,,,,,,,,,
Instamatic,both,LR,yes,adj,instant,adj,automatic,adj,,,Thurner (BTC),KS,"cameras, projectors, and film (Eastman Kodak Co.)",,,,,,,,,,,,,,
Instantan,2,WW,yes,n,instant,adj,tan,n,,,Thurner (BTC),JM,tanning aid (Professional Aids Corp.),,,,,,,,,,,,,,
Instantea,2,WW,yes,n,instant,adj,tea,n,,,Thurner (BTC),JM,"instant tea (Redco Foods, Inc.)",,,,,,,,,,,,,,
Insulectric,both,LR,yes,adj,insulating,adj,electric,adj,,,Thurner (BTC),KS,"paint (Standard T Chemical Co., Inc.)",,,,,,,,,,,,,,
integraph,2,LW,no,n,integral,n,graph,n,,,Thurner (DST),sw2 - KS,a device used to complete a mathematical integration by graphical methods,2,,1,0.5,0.5,0,0.5,8,0.75,2,4,1,0,1
intelligentleman,2,WW,no,n,intelligent,adj,gentleman,n,,,Thurner (AL),,a man who is equally respected for his impeccable manners and his intellectual abiliity. Coined by Walter Winchell,1,,0.5,1,0.5,1,0.5,10,0.9,1,9,1,0,1
Intellivision,2,LW,yes,n,intelligent,adj,television,n,,,Thurner (TND),KS,"video game (Mattel, Inc.)",,,,,,,,,,,,,,
interrobang,both,LW,no,n,interrogation point,n,bang,n,,,Thurner (WE),,"a punctuation mark intended for use after exclamatory rhetorical questions such as ""Why me?"" The interrobang is represented as an exclamation point superimposed over a question mark and borrows the source word bang from printer's slang for an exclamation point",5,,0,0.5,0.5,0,0.5,15,0.4,9,3,1,0,1
Intimints,2,LW,yes,n,intimate,adj,mints,n,,,Thurner (BTC),JM,chocolate (Intimint Chocolate),,,,,,,,,,,,,,
intrinsicate,both,WR,no,adj,intrinsic,adj,intricate,adj,,,Thurner,,"that which is complex and also hidden or internal in nature. It appears in the last act of William Shakespeare's Antony & Cleopatra, during the scene in which Cleopatra holds the asp to her breast: ""With thy sharp teeth this knot intrinsicate / Of life at once untie""",0,,1,1,0,1,0.5,9,0.888888889,1,8,1,0,1
Invisibleach,2,WW,yes,n,invisible,adj,bleach,n,,,Thurner (BTC),JM,"facial hair bleach (Gambine Products, Inc.)",,,,,,,,,,,,,,
irage,2,LW,no,n,Iran,n,rage,n,,,Thurner (WO),,the national feeling of rage and hostility toward Iran which was expressed by Americans during the 1979 embassy hostage crisis,1,,1,1,0,0,0.5,4,0.5,2,3,1,0,1
Irrezestables,1,embed,yes,n,irresistibles,n,zest,n,,,Thurner (BTC),KS,frozen entrees (Stouffer Foods Corp.),,,,,,,,,,,,,,
isolite,2,LR,no,n,isolate,v,light,n,,,Thurner (SBD),,"a particular replay technique during televised sports events which was briefly popular in the mid-1970s, in which an individual player appeared in a ring of light, while other players were shown in a visible, but dimmer, background",2,,1,0.5,0.5,0,0.5,6,0.833333333,1,3,1,0,1
itchitate,2,WR,no,v,itch,n,irritate,v,,,Thurner (MBN),,to irritate by causing an itch; the act of irritating in a particularly annoying manner,-2,,1,1,0,0,0.5,2,1,0,6,0.833333333,1,0
jackelope,both,LR,no,n,jackrabbit,n,antelope,n,,,Thurner,,"a legendary horned rabbit of the Amerian West, reputed to be a hybrid of the jackrabbit and the antelope. Proof of the existence of the jackalope consists mainly of spurious photographs produced for the benefits of tourists, plus occasional exhibits of jackrabbits mounted as trophies, complete with sets of antelope horns jutting from their heads",0,,1,1,0,1,1,8,0.5,4,7,0.714285714,2,1
Jacobethan,both,LR,no,adj,Jacobean,adj,Elizabethan,adj,,,Thurner (AS),,"a style of architecture utilized in the design of many of the private homes built in the United States between 1890 and 1920. Blending traditional English Elizabethan and Jacobean characteristics, including the use of rough stucco exteriors and half-timber framing, this style has also been called ""Tudor"" or ""Medieval Revival"" style of architecture",-1,,1,1,0,1,0.5,8,1,0,10,0.6,4,0
Jambrosia,both,WW,yes,n,jam,n,ambrosia,n,,,Thurner (TNT),JM,fruit spread (Emma's),,,,,,,,,,,,,,
jamocha,both,LW,no,n,java,n,mocha,n,,,Thurner (WE),,a slang term for coffee,0,,0,1,1,0,0.5,4,0.5,2,4,1,0,1
Japanazi,both,LW,no,n,Japanese,n,Nazi,n,,,Thurner (DAS),,military slang used in World War II to designate a military operation by combined Japanese and Nazi forces,1,,1,1,0,1,0.5,7,0.857142857,1,5,1,0,1
jargantuan,2,LR,no,adj,jargon,n,gargantuan,adj,,,Thurner (AT),,a word describing the task of keeping pace with the constantly changing jargon of modern lanugage; the nature of the task of translating works written in professional jargon into plain English,-2,,0,1,1,1,0.5,6,1,0,10,0.9,1,0
jargonaut,2,WR,no,n,jargon,n,argonaut,n,,,Thurner (SE),,"a person who uses, creates, or attempts to define jargon",-1,,1,1,0,0,0,6,1,0,7,1,0,0
jargoneer,2,WR,no,n,jargon,n,engineer,n,,,Thurner (OL),,a person adept at creating or using jargon; a jargonaut,-1,,0.5,1,0.5,1,0.5,6,1,0,7,0.714285714,2,0
jarming,matrix,embed,no,n,jogging,n,arm,n,,,Thurner (NW),,"strenuous and prolonged exercise of the upper body, a regimen considered by many to be as beneficial to cardiovascular fitness as jogging",,,,,,,,,,,,,,
jasponyx,2,LW,no,n,jasper,n,onyx,n,,,Thurner (WE),,onyx containing layers which are partly or entirely jasper,0,,0.5,1,0.5,1,0.5,5,0.8,1,5,1,0,1
jawbation,2,orth,no,n,jaw,n,jobation,n,,,Thurner (WE),,"a long, tiresome reproof, a jobation being a harangue or lecture",,,,,,,,,,,,,,
jazzetry,2,WR,no,n,jazz,n,poetry,n,,,Thurner (OED),,poetry which is read aloud to the accompaniment of jazz music,-2,,1,1,0,0,0.5,3,1,0,6,0.666666667,2,0
jeepney,both,WR,no,n,jeep,n,jitney,n,,,Thurner (SEL),,"a jeep converted into a jitney bus, a type of vehicle popular in the Philippines",-1,,1,1,0,1,0.5,3,1,0,5,0.6,2,0
jetevator,2,WR,no,n,jet,n,elevator,n,,,Thurner (OED),,"a ring-shaped deflector around the exhaust of a rocket engine which can be swiveled to redirect the rocket exhaust, thus altering the direction of thrust",-3,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
Jewfro,2,WR,no,n,Jew,n,afro,n,,,Thurner (ND),,"a long, curly, full-bodied style of wearing one's hair, similar to an Afro",-1,,1,1,0,0,0.5,2,1,0,4,0.75,1,0
jingle-bellegant,2,LR,no,adj,jingle bells,n,elegant,adj,,,Thurner (SEL),,elegantly dressed in a style or color appropriate to the Christmas season,0,,0.5,1,0.5,1,0.5,10,0.9,1,7,1,0,1
jivernacular,2,WW,no,adj,jive,n,vernacular,n,,,Thurner (AM),,characteristic of the informal language used among blacks,-3,,0.5,1,0.5,1,0,3,1,0,9,1,0,0
jocoserious,both,WW,no,adj,jocose,adj,serious,adj,,,Thurner (MBD),,that which is both funny and serious at the same time,-1,,0.5,1,0.5,0,0,5,1,0,6,1,0,0
jollop,2,LR,no,n,jolly,adj,dollop,n,,,Thurner (NTC),,a drink of liquor,0,,1,1,0,0,1,4,0.75,1,5,0.8,1,1
jolly bean,2,WR,no,n,jolly,adj,jelly bean,n,,,Thurner (JA),,drug slang for any stimulant taken orally as a pill or capsule,-1,,1,1,0,0,0.5,4,1,0,7,0.857142857,1,0
judder,both,LR,no,v,jar,v,shudder,v,,,Thurner (WE),,"to vibrate intensely, a word often used to describe the vibration of aircraft engines",-1,,1,1,0,1,1,3,0.333333333,2,4,0.75,1,1
Judicare,2,LW,no,n,judicial,adj,care,n,,,Thurner (BAR),JM,a government-sponsored program in which free legal services are provided to the poor,2,,0,0.5,0.5,1,0.5,7,0.571428571,3,3,1,0,1
jummix,both,LW,no,v,jumble,v,mix,v,,,Thurner (PBW),,"to mix together in a confused, disorderly heap",1,,1,0.5,0.5,1,0.5,6,0.5,3,4,1,0,1
jurisprude,2,LW,no,n,jurisprudence,n,prude,n,,,Thurner (WE),,one whose legal opinions are based on severely moralistic or puritanical principles,3,,0,0.5,0.5,1,0.5,12,0.666666667,4,4,1,0,1
juvenescence,2,LR,no,adj,juvenile,adj,adolescence,n,,,Thurner (OED),,the state of being or becoming young,-1,,0.5,1,0.5,1,1,7,0.857142857,1,9,0.666666667,3,0
juvescence,2,LR,no,adj,juvenile,adj,adolescence,n,,,Thurner,,the state of being or becoming young,-1,,0.5,1,0.5,1,1,7,0.714285714,2,9,0.555555556,4,0
kaferita,2,LR,no,n,kafir,n,feterita,n,,,Thurner (WE),,"a hybrid of kafir and feterita, two common varieties of sorghum",-2,,0.5,1,0.5,1,0.5,4,1,0,7,0.714285714,2,0
Kaleidiskettes,2,LW,yes,n,kaleidoscope,n,diskettes,n,,,Thurner (BTC),JM,"colored floppy diskettes (Allenbach Industries, Inc.)",,,,,,,,,,,,,,
kangarooster,both,WW,no,n,kangaroo,n,rooster,n,,,Thurner (DS),,Australian slang for an amusing or eccentric person,1,,1,1,0,1,0.5,6,1,0,5,0.8,1,0
Kanorado,both,LR,yes,n,Kansas,n,Colorado,n,,,Thurner (AL),,a city on the border of Kansas and Colorado,,,,,,,,,,,,,,
Kensee,both,LR,yes,n,Kentucky,n,Tennessee,n,,,Thurner (NA),,a city on the border of Kentucky and Tennessee,,,,,,,,,,,,,,
Kentuckiana,both,LR,yes,n,Kentucky,n,Indiana,n,,,Thurner,,"a colloquial name for the metropolitan area along the border of Kentucky and Indiana, including the city of Louisville, Kentucky. Despite the widespread acceptance of Kentuckiana as a label that promotes regional identity, some residents still prefer alternatives such as the self-deprecating ""Indy-Yucky""",,,,,,,,,,,,,,
kerseymere,both,WR,no,n,kersey,n,cassimere,n,,,Thurner (WE),,"a fine woolen fabric with a close nap, similar to kersey or cassimere wool",-1,,1,1,0,1,0.5,4,1,0,7,0.571428571,3,0
kidult,both,WR,no,n,kid,n,adult,n,,,Thurner (NWD),,a television industry term for that portion of the viewing audience between the ages of 12 and 34,-1,,0.5,1,0.5,0,0.5,3,1,0,5,0.8,1,0
kissletoe,2,WR,no,n,kiss,n,mistletoe,n,,,Thurner (BL),,"the mistletoe, a reference to the popular custom of offering kisses beneath a hanging sprig of mistletoe at Christmas",-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
klavern,2,LR,yes,n,Klan,n,cavern,n,,,Thurner (WE),,a unit of the Ku Klux Klan; a place where such a group might meet,,,,,,,,,,,,,,
kleagle,2,LW,yes,n,Klan,n,eagle,n,,,Thurner (WE),,a high-ranking officer in the hierarchy of the Ku Klux Klan,,,,,,,,,,,,,,
Klonclave,2,LR,yes,n,Klan,n,conclave,n,,,Thurner (BAI),,a regular meeting of the members of the Ku Klux Klan,,,,,,,,,,,,,,
Klonvocation,2,LR,yes,n,Klan,n,convocation,n,,,Thurner (BAI),,the supreme governing body of the Ku Klux Klan,,,,,,,,,,,,,,
Kloran,2,LR,yes,n,Klan,n,Koran,n,,,Thurner (IH),,"a sacred book which spells out all the duties, passwords, and oaths of the Ku Klux Klan",,,,,,,,,,,,,,
Knitility,2,LR,yes,n,knitting,n,utility,n,,,Thurner (TND),JM,knitting bags (Associated Needlecraft Corp.),,,,,,,,,,,,,,
knurl,both,WR,no,n,knur,n,gnarl,n,,,Thurner (WE),,"a small protuberance, excrescence or knob; in Scotland, any short, thickset person. A knur is a rough knot or burr in wood",0,,1,1,0,1,0.5,2,1,0,4,0.5,2,0
Koalaby,both,WR,yes,n,Koala,n,wallaby,n,,,Thurner (TND),JM,"stuffed toy (Gund, Inc.)",,,,,,,,,,,,,,
lactalbumin,both,LW,no,n,lactose,n,albumin,n,,,Thurner (DST),,"a simple protein contained in milk which is similar to serum albumin, and of high nutritional quality",-1,,0.5,1,0.5,0,0.5,6,0.666666667,2,8,1,0,1
lamburger,2,WW,no,n,lamb,n,hamburger,n,,,Thurner,,a hamburger patty made from ground lamb,-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
lasket,2,LR,no,n,latchet,n,gasket,n,,,Thurner (WE),,a type of latching used to fasten the sails of a sailboat,0,,1,1,0,0,1,6,0.666666667,2,6,0.833333333,1,1
laspring,both,LW,no,n,last,adj,spring,n,,,Thurner (WE),,a British dialect word for young salmon,0,,1,0,1,1,0.5,4,0.75,1,5,1,0,1
lassitudinarian,2,LR,no,n,lassitude,n,latitudinarian,n,,,Thurner (DS),,a person in ill health and lethargic spirits,-4,,0,1,1,1,0.5,7,1,0,14,0.857142857,2,0
latensification,2,LR,no,n,latent,adj,intensification,n,,,Thurner (WE),,intensification of a latent photographic image by means of chemical treatment or exposure to light,-4,,0,1,1,1,1,6,0.833333333,1,14,0.857142857,2,1
Lathurn,2,LW,yes,n,lather,n,urn,n,,,Thurner (BTC),JM,"soap dispenser, American Disposer Co., Inc.",,,,,,,,,,,,,,
leerics,2,WR,no,n,leer,v,lyrics,n,,,Thurner (JA),,sexually suggestive song lyrics,-1,,1,1,0,0,0.5,3,0.666666667,1,6,1,0,1
legitimactor,2,LW,no,n,legitimate,adj,actor,n,,,Thurner (TM),,an actor of proven merit,2,,0,1,1,1,0.5,9,0.888888889,1,4,1,0,1
Leisuramics,both,LR,yes,n,leisure,n,ceramics,n,,,Thurner (BTC),JM,"art molds, Gare, Inc.",,,,,,,,,,,,,,
Leisurest,both,LW,yes,n,leisure,n,rest,n,,,Thurner (BTC),JM,"upholstered couches, Imperial Leather Furniture Co.",,,,,,,,,,,,,,
lemoncholy,2,WR,no,adj,lemon,n,melancholy,adj,,,Thurner (DS),,"in a state of melancholia.  Created by a transposition of letters, lemoncholy is also a pun in the sense that it aptly describes someone with a ""sour disposition""",-2,,1,1,0,0,1,5,0.6,2,9,0.666666667,3,1
leopon,both,LR,no,n,leopard,n,lion,n,,,Thurner (BAR),,the offspring of a leopard and a lioness,0,,1,1,0,1,1,5,0.6,2,4,0.75,1,1
leotites,both,LW,no,n,leotard,n,tights,n,,,Thurner (OWW),,"a garment providing close-fitting coverings for both the body and the legs, usually worn during dance or exercise",2,,1,0.5,0.5,1,0.5,7,0.571428571,3,4,1,0,1
Levelawn,both,WW,yes,n,level,v,lawn,n,,,Thurner (BTC),,"rake and leveler, Cushman",,,,,,,,,,,,,,
lewdity,2,WR,no,n,lewd,adj,nudity,n,,,Thurner,,"nudity, especially when presented in a frankly sexual way",-2,,1,1,0,0,0.5,3,1,0,6,0.666666667,2,0
libratory,both,LR,no,n,library,n,laboratory,n,,,Thurner (WWA),,a university facility combining the functions of a research laboratory with that of a research library,-1,,1,1,0,1,1,7,0.857142857,1,9,0.888888889,1,1
lidar,2,LR,no,n,light,n,radar,n,,,Thurner (WES),,"a device or system for locating objects.  Similar to radar, lidar operates by emitting pulsed laser light instead of microwaves",-1,,1,0,1,0,1,3,0.666666667,1,5,0.6,2,0
liger,both,LR,no,n,lion,n,tiger,n,,,Thurner (WE),,"the hybrid of a female tiger and a male lion.  Normally the result of interbreeding among circus animals, these hybrid cats may also be called 'tiglons' or 'tigons', depending on the sex of the parents.  Back-crossing a liger with a tiger results in still another hybrid, known as a 'tili'.",0,,1,1,0,1,1,4,0.5,2,4,0.75,1,1
Lightarget,2,WW,yes,n,light,n,target,n,,,Thurner (BTC),JM,"archery target, Bear Archery",,,,,,,,,,,,,,
limequat,both,WR,no,n,lime,n,kumquat,n,,,Thurner (WE),,a hybrid of the lime and kumquat,-1,,1,1,0,1,0.5,3,1,0,7,0.714285714,2,0
Limitimer,2,WW,yes,n,limit,n,timer,n,,,Thurner (BTC),JM,"timer for public speakers, D'San Corp.",,,,,,,,,,,,,,
limon,both,LR,no,n,lime,n,lemon,n,,,Thurner (WE),,a hybrid of the lime and lemon,-1,,1,1,0,1,0.5,3,1,0,5,0.8,1,0
Liquidose,2,WW,yes,n,liquid,n,dose,n,,,Thurner (BTC),JM,"food products, California-Omega Foods",,,,,,,,,,,,,,
Liquifry,both,LW,yes,v,liquify,v,fry,v,,,Thurner (BTC),"sw1-KS, sw2-JM","fish food, Aquarium Products, Inc.",,,,,,,,,,,,,,
Lockits,2,WW,yes,n,lock,n,kits,n,,,Thurner (BTC),JM,"combination locks, U.S. Fiberglass, Inc.",,,,,,,,,,,,,,
Loctagons,2,LW,yes,n,lock,v,octagons,n,,,Thurner (BTC),JM,"educational toys, Lauri, Inc.",,,,,,,,,,,,,,
Logoptics,both,WW,yes,n,logo,n,optics,n,,,Thurner (DJ),,"the trademark of a pictorial sign system that has been proposed as a means of replacing verbal language with a simple, universal system",0,,0,1,1,0,0.5,4,0.75,1,6,1,0,1
lordolatry,2,WR,no,n,lord,n,idolatry,n,,,Thurner (TGP),,title worship; admiration for a person based solely on that person's social rank,-3,,0,1,1,1,0.5,4,1,0,8,0.875,1,0
Louisvillain,2,LW,no,n,Louisville,n,villain,n,,,Thurner (AL),,"a native of Louisville, Kentucky.  Coined by H.L. Mencken",1,,0,1,1,1,0.5,6,0.833333333,1,5,1,0,1
lovertine,2,WR,no,n,love,n,libertine,n,,,Thurner (MBD BL),,"a person devoted to the art of love-making, a word attributed to English dramatist Thomas Dekker",-2,,1,1,0,0,0.5,3,1,0,7,0.714285714,2,0
loxygen,2,LW,no,n,liquid,adj,oxygen,n,,,Thurner (WE),,liquid oxygen,-1,,1,1,0,0,1,6,0.5,3,7,0.857142857,1,1
lumbersome,2,WR,no,adj,lumber,v,cumbersome,adj,,,Thurner (WE),,ponderous or clumsy; cumbersome,-1,,1,1,0,0,0.5,5,1,0,8,0.875,1,0
lumpshious,both,WR,no,adj,lovely,adj,scrumptious,adj,,,Thurner (DS),,"extremely delicious, or delightful in appearance",0,,1,1,0,1,1,5,0.4,3,8,0.625,3,1
luncheon,both,WR,no,n,lunch,n,nuncheon,n,,,Thurner (AL),,a light lunch.  The root word 'nuncheon' dates from the 14th century,-1,,1,1,0,1,0.5,4,1,0,6,0.833333333,1,0
lunk,2,LR,no,n,line,n,trunk,n,,,Thurner (DST),,"in telecommunications, an access line that terminates in an automatic dial exchange, where it functions as an access line for subscribers, and as a trunk line for the automatic dial exchange equipment",0,,1,1,0,0,1,3,0.666666667,1,5,0.4,3,0
lupper,both,LR,no,n,lunch,n,supper,n,,,Thurner (YNW),,"an afternoon meal, considered either a late lunch or an early supper",-1,,1,1,0,1,1,4,0.5,2,4,0.75,1,1
luptious,both,RR,no,adj,voluptuous,adj,delicious,adj,,,Thurner (DS),,having an appearance of loveliness and delight,1,,0,0,0,1,1,10,0.3,7,7,0.571428571,3,1
Luxuray,2,orth,yes,n,luxury,adj,ray,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
Lyrichord,both,WW,yes,n,lyric,n,chord,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
lyrichord,2,WW,no,n,lyric,n,chord,n,,,Thurner (MI),,,1,,1,0.5,0.5,0,0,5,1,0,4,1,0,0
machodrama,2,WR,no,n,macho,adj,melodrama,n,,,Thurner (ND),,,-2,,1,1,0,0,0.5,4,1,0,9,0.666666667,3,0
macon,both,LR,no,n,mutton,n,bacon,n,,,Thurner (YNW),,,0,,1,1,0,1,1,5,0.6,2,5,0.8,1,1
Madhattaner,both,embed,no,n,mad hatter,n,Manhattan,n,,,Thurner (NA),,,,,,,,,,,,,,,,
magalog,both,LR,no,n,magazine,n,catalog,n,,,Thurner (NW),,,0,,1,1,0,1,1,7,0.571428571,3,7,0.714285714,2,1
magniloquent,both,LR,no,adj,magnificent,adj,eloquent,adj,,,Thurner (TGP),,,1,,1,1,0,1,1,11,0.818181818,2,8,0.875,1,1
magpiety,2,WW,no,n,magpie,n,piety,n,,,Thurner (OED),,,-1,,0.5,1,0.5,1,0,5,1,0,5,1,0,0
malaphor,2,LR,no,n,malaprop,n,metaphor,n,,,Thurner (IPE),,,0,,1,1,0,0,1,8,0.625,3,7,0.714285714,2,1
Manglish,2,WR,no,n,man,n,English,n,,,Thurner (DD),,,-1,,1,1,0,0,1,3,0.666666667,1,6,0.833333333,1,1
Manimal,both,WW,no,n,man,n,animal,n,,,Thurner,,,-2,,1,1,0,1,0,3,1,0,6,1,0,0
manit,2,WR,no,n,man,n,minute,n,,,Thurner (MBD),,,-1,,1,1,0,0,0.5,3,1,0,5,0.8,1,0
mankey,both,WR,no,n,man,n,monkey,n,,,Thurner (NWE),,,-1,,1,0,1,1,0.5,3,1,0,5,0.6,2,0
manscape,2,WR,no,n,man,n,landscape,n,,,Thurner (OED),,,-1,,1,1,0,0,0.5,3,1,0,8,0.75,2,0
Manwich,2,LR,yes,n,man,n,sandwich,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
Mardi Grass,2,LW,no,n,Mardi Gras,n,grass,n,,,Thurner,,,2,,1,0.5,0.5,0,0.5,8,0.875,1,4,1,0,1
maridelic,2,LR,no,adj,marijuana,n,psychedelic,adj,,,Thurner (NTC),,,0,,1,1,0,0,1,8,0.5,4,9,0.666666667,3,1
martempering,2,LW,no,n,martensite,n,tempering,n,,,Thurner (WE),,,0,,0.5,1,0.5,1,0.5,9,0.444444444,5,7,1,0,1
matax,both,LW,no,n,mattock,n,ax,n,,,Thurner (WE),,,1,,1,0.5,0.5,1,0.5,5,0.8,1,3,1,0,1
mathemagician,both,LW,no,n,mathematician,n,magician,n,,,Thurner (TM),sw1 edit--KS,,2,,1,1,0,1,0.5,11,0.909090909,1,7,1,0,1
mattergy,both,WR,no,n,matter,n,energy,n,,,Thurner (WSC),,,-1,,1,1,0,1,0.5,4,1,0,5,0.6,2,0
maximin,both,LL,no,adj,maximum,n,minimum,n,,,Thurner (OED),,,,,,,,,,,,,,,,
McGovernment,2,WW,no,n,McGovern,n,government,n,,,Thurner (JO),,,0,,1,1,0,0,0,7,1,0,8,1,0,0
meacock,2,WR,no,n,meek,n,peacock,n,,,Thurner (WE),,,-1,,1,1,0,0,0.5,3,1,0,5,0.8,1,0
meaconing,2,LR,no,n,misleading,adj,beaconing,n,,,Thurner (DST),,,0,,0,1,1,1,1,8,0.375,5,7,0.857142857,1,1
meatlegger,2,WR,no,n,meat,n,bootlegger,n,,,Thurner (NWE),,,-2,,1,1,0,0,0.5,3,1,0,7,0.714285714,2,0
mediamorphosis,2,WR,no,n,media,n,metamorphosis,n,,,Thurner (BAR),,,-2,,0.5,1,0.5,1,0.5,5,1,0,12,0.833333333,2,0
